"Tirana, Albania",78.51237656903764
"Durrës, Albania",99.10852713178295
"Vlorë, Albania",145.60209523809527
"TheValley, Anguilla",239.56888472352395
"BuenosAires, Argentina",144.92581699346408
"Córdoba, Argentina",121.71726272352132
"Rosario, Argentina",82.16297994269341
"Yerevan, Armenia",95.77632211538459
"Gyumri, Armenia",64.1534693877551
"Vanadzor, Armenia",84.21515151515152
"Oranjestad, Aruba",210.31587301587302
"Vienna, Austria",166.7021408450704
"Graz, Austria",173.03065512978986
"Linz, Austria",158.9390243902439
"Nassau, Bahamas",271.7013157894737
"Freeport, Bahamas",206.16
"Bridgetown, Barbados",198.364406779661
"Brussels, Belgium",290.74532224532226
"Antwerp, Belgium",216.09033989266547
"Ghent, Belgium",250.4235787511649
"BelizeCity, Belize",190.94704992435703
"SanIgnacio, Belize",109.32
"Belmopan, Belize",123.0
"Hamilton, Bermuda",821.9597315436241
"Gaborone, Botswana",99.27329842931937
"SãoPaulo, Brazil",107.43996806812133
"RiodeJaneiro, Brazil",112.98234969663541
"Brasília, Brazil",114.23260359655978
"RoadTown, BritishVirginIslands",211.68605108055016
"BandarSeriBegawan, Brunei",90.69697674418606
"Sofia, Bulgaria",120.20403859899929
"Plovdiv, Bulgaria",112.54623076923075
"Varna, Bulgaria",119.80970059880242
"Santiago, Chile",119.02676712328766
"Valparaíso, Chile",91.40345188284519
"Concepción, Chile",127.21861152141803
"Bogotá, Colombia",59.591120186697786
"Medellín, Colombia",87.47690488702052
"Cali, Colombia",48.128522550544304
"Avarua, CookIslands",248.98112617309698
"SanJosé, CostaRica",83.87597641857037
"Zagreb, Croatia",118.17796907940969
"Split, Croatia",167.81035940803383
"Rijeka, Croatia",124.38293718166385
"Willemstad, Curaçao",172.2176389842142
"Nicosia, Cyprus",142.94831460674158
"Limassol, Cyprus",208.10097087378634
"Larnaca, Cyprus",182.84300932090548
"Copenhagen, Denmark",309.521998742929
"Aarhus, Denmark",209.775
"Odense, Denmark",169.9755614266843
"SantoDomingo, DominicanRepublic",112.80062111801243
"SantiagodelosCaballeros, DominicanRepublic",111.20397849462363
"SantoDomingoEste, DominicanRepublic",86.7796812749004
"Quito, Ecuador",111.44646098003629
"Guayaquil, Ecuador",102.98903688524592
"Cuenca, Ecuador",90.89084507042253
"SanSalvador, ElSalvador",123.50866666666667
"SantaAna, ElSalvador",36.92102822580645
"SanMiguel, ElSalvador",113.08333333333333
"Tallinn, Estonia",111.32672413793101
"Tartu, Estonia",137.56487862176976
"Narva, Estonia",75.22473684210526
"Suva, Fiji",149.6158490566038
"Lautoka, Fiji",153.43846153846152
"Nadi, Fiji",129.43829787234043
"Helsinki, Finland",197.946835443038
"Espoo, Finland",160.71428571428572
"Tampere, Finland",197.854609929078
"Paris, France",810.8979591836735
"Marseille, France",210.39440267335004
"Lyon, France",256.69317365269455
"Papeete, FrenchPolynesia",176.76666666666668
"Tbilisi, Georgia",95.02942779291551
"Batumi, Georgia",97.8368131868132
"Berlin, Germany",249.00116033755276
"Hamburg, Germany",231.51686182669786
"Munich, Germany",220.45029940119755
"Athens, Greece",139.23635738831615
"Thessaloniki, Greece",116.91726141078833
"Patras, Greece",135.94747262005055
"Hagåtña, Guam",266.36
"GuatemalaCity, Guatemala",101.08937939859244
"Mixco, Guatemala",211.68605108055016
"VillaNueva, Guatemala",211.68605108055016
"Georgetown, Guyana",147.568
"Linden, Guyana",211.68605108055016
"Port-au-Prince, Haiti",129.25625
"Carrefour, Haiti",122.4375
"Delmas, Haiti",129.25625
"SanPedroSula, Honduras",120.5923076923077
"Choloma, Honduras",107.09193548387097
"HongKong, HongKong",185.17311320754715
"Budapest, Hungary",137.9572025052192
"Miskolc, Hungary",109.80919881305635
"Reykjavik, Iceland",354.49101123595506
"Jakarta, Indonesia",47.13658536585367
"Surabaya, Indonesia",22.70471986417656
"Bandung, Indonesia",83.07451923076923
"Dublin, Ireland",342.70993914807303
"Cork, Ireland",319.436
"Limerick, Ireland",208.6421052631579
"Jerusalem, Israel",294.5416311625076
"TelAviv, Israel",288.03924050632907
"Haifa, Israel",157.60302521008407
"Rome, Italy",373.5179846938777
"Milan, Italy",283.70786516853934
"Naples, Italy",177.3977528089887
"Kingston, Jamaica",163.66799999999998
"SpanishTown, Jamaica",148.59080459770115
"Portmore, Jamaica",159.18014705882354
"Tokyo, Japan",197.45073649754508
"Yokohama, Japan",158.4630837004405
"Osaka, Japan",133.26301615798928
"Almaty, Kazakhstan",100.46303030303031
"Bishkek, Kyrgyzstan",70.68369272237199
"Riga, Latvia",101.88641771315265
"Daugavpils, Latvia",69.47987841945289
"Liepāja, Latvia",116.04509403107116
"Maseru, Lesotho",81.54715107913668
"Vaduz, Liechtenstein",290.22222222222223
"Vilnius, Lithuania",131.528
"Klaipėda, Lithuania",100.84460431654676
"KualaLumpur, Malaysia",94.1031991744066
"GeorgeTown, Malaysia",100.0907314856883
"Valletta, Malta",271.64736842105265
"PortLouis, Mauritius",110.34659090909089
"MexicoCity, Mexico",122.8400309119011
"Ecatepec, Mexico",122.8400309119011
"Tiraspol, Moldova",44.44571428571429
"Bălți, Moldova",68.90666666666667
"Ulaanbaatar, Mongolia",110.0877309682188
"Darkhan, Mongolia",94.55
"Erdenet, Mongolia",None
"Podgorica, Montenegro",78.66890892696122
"HercegNovi, Montenegro",112.40323496027241
"Casablanca, Morocco",151.33343949044587
"Rabat, Morocco",91.58934187536403
"Fes, Morocco",90.14449152542373
"Amsterdam, Netherlands",366.03061224489795
"Rotterdam, Netherlands",193.98095238095237
"TheHague, Netherlands",215.24
"Nouméa, NewCaledonia",216.26110124333925
"Managua, Nicaragua",128.94
"León, Nicaragua",39.781208576998054
"Matagalpa, Nicaragua",61.75
"Skopje, NorthMacedonia",74.75012048192772
"Bitola, NorthMacedonia",59.02035460992909
"Kumanovo, NorthMacedonia",None
"Saipan, NorthernMarianaIslands",149.40967741935484
"Oslo, Norway",261.488
"Bergen, Norway",197.43030303030304
"Stavanger, Norway",197.85563909774433
"PanamaCity, Panama",148.76306196840827
"SanMiguelito, Panama",131.528895184136
"Lima, Peru",92.40040745052387
"Arequipa, Peru",57.76712735579669
"Callao, Peru",40.57743750000001
"QuezonCity, Philippines",51.07564766839378
"Manila, Philippines",58.803671497584546
"DavaoCity, Philippines",51.42525139664805
"Warsaw, Poland",147.36932515337426
"Kraków, Poland",112.41670702179177
"Łódź, Poland",128.71753986332575
"Lisbon, Portugal",193.51209362808842
"Porto, Portugal",165.73599088838276
"VilaNovadeGaia, Portugal",159.74235453315285
"SanJuan, PuertoRico",209.36356668369953
"Bayamón, PuertoRico",221.70399074609605
"Carolina, PuertoRico",238.16974151039022
"Doha, Qatar",208.96488812392428
"Saint-Denis, Réunion",123.47598607888632
"Bucharest, Romania",118.18339350180504
"Cluj-Napoca, Romania",126.58007117437724
"Timișoara, Romania",119.55231513476159
"Dakar, Senegal",110.52153231663036
"Touba, Senegal",110.52153231663036
"Thies, Senegal",111.44
"Belgrade, Serbia",116.6517934002869
"NoviSad, Serbia",151.6918918918919
"Bratislava, Slovakia",194.5500925354719
"Košice, Slovakia",129.73321888412016
"Prešov, Slovakia",135.73918918918918
"Ljubljana, Slovenia",202.85056179775282
"Maribor, Slovenia",128.72253846153848
"Celje, Slovenia",186.46153846153845
"Johannesburg, SouthAfrica",92.76757746478874
"CapeTown, SouthAfrica",120.82367370222472
"Durban, SouthAfrica",133.24193548387095
"Madrid, Spain",235.58362919132153
"Barcelona, Spain",327.7240389543824
"Valencia, Spain",207.62152553329028
"Stockholm, Sweden",216.70364257256688
"Gothenburg, Sweden",175.43681274900393
"Malmö, Sweden",154.02173913043478
"Zurich, Switzerland",349.11219512195123
"Geneva, Switzerland",296.91680814940577
"Basel, Switzerland",258.8955857385399
"Taipei, Taiwan",153.7301886792453
"Kaohsiung, Taiwan",103.9477886977887
"Bangkok, Thailand",77.89842986741104
"Tunis, Tunisia",118.66166529266282
"Sfax, Tunisia",99.56
"Sousse, Tunisia",111.32008466603949
"London, UnitedKingdom",365.8297529538131
"Birmingham, UnitedKingdom",162.20875824835034
"Manchester, UnitedKingdom",208.23031496062993
"Montevideo, Uruguay",115.97887473460722
"Salto, Uruguay",111.33846153846154
"CiudaddelaCosta, Uruguay",117.13062654575434
"PortVila, Vanuatu",149.95332031249998
"Mbabane, Eswatini",73.51958963282935
"Manzini, Eswatini",99.10475663716812
"Lobamba, Eswatini",98.38333333333334
"Molepolole, Botswana", None
"New Amsterdam, Guyana", None